fold,round_id,run_id,prompt_rank,claim_id,statement,retrieved_this_round,target_specific,selection_eligible,contributes_to_selection,quality_status,confidence,actionability_class,short_evidence_ids_json,scientist_cited,warning_count,claim_text_mismatch_warning,source_ref_count,mapped_source_claim_ids_json,mismatched_mapped_source_count,ambiguous_short_label
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,2,binding:claim:preserve-structural-core-during-interface-diversification,Concentrate affinity-maturation diversity at experimentally permissive interface or adjacent positions and preserve buried structural-core residues unless stability is being co-optimized.,True,False,False,False,unverified,0.782277941704,requires_unavailable_stability_assay,"[""E36"",""E39""]",False,3,True,3,"[""binding:claim:coselect-affinity-and-stability"",""binding:claim:preserve-structural-core-during-interface-diversification"",""de:claim:pairwise-epistasis-is-widespread""]",2,False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,3,de:claim:epistasis-is-background-dependent,Epistasis makes the phenotypic effect of an amino-acid mutation depend on the genetic background in which that mutation occurs.,False,False,False,False,unverified,0.736130833626,interpretation_or_future_combination,"[""E40""]",False,3,True,2,"[""binding:claim:map-permissive-interface-positions""]",1,False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,4,de:claim:measure-stability-or-soluble-expression-for-finalists,"During functional evolution of a marginally stable protein, measure soluble expression or stability for finalists so loss of folded protein is not misread as a catalytic effect.",False,False,False,False,unverified,0.720924735069,requires_unavailable_stability_assay,"[""E38"",""E41""]",False,3,True,3,"[""binding:claim:preserve-structural-core-during-interface-diversification"",""de:claim:prefer-stable-parent-for-broad-mutagenesis""]",2,False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,5,de:claim:packing-requires-local-geometry,"Protein-stability design must evaluate packing, hydrogen bonding, and local interactions in a structural context instead of optimizing a single global amino-acid scale.",False,False,False,False,unverified,0.706757247448,requires_unavailable_stability_assay,"[""E42""]",False,3,True,2,"[""binding:claim:combine-validated-mutations-in-secondary-libraries""]",1,False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,6,de:claim:hotspots-integrate-evidence,"Protein-engineering hotspot selection can combine structural, functional, and evolutionary information to focus experimental libraries.",False,False,False,False,unverified,0.699457287788,requires_structure_or_site_validation,"[""E43""]",False,3,True,2,"[""binding:claim:use-wild-type-inclusive-reduced-alphabets""]",1,False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,7,binding:claim:coselect-affinity-and-stability,Measure expression or folding stability during affinity maturation and retain compensatory mutations when affinity-enhancing substitutions destabilize the binding domain.,True,False,False,False,,0.775970220566,requires_unavailable_stability_assay,[],False,0,False,1,"[""binding:claim:coselect-affinity-and-stability""]",0,False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,8,de:claim:prefer-stable-parent-for-broad-mutagenesis,"When candidate starting parents have comparable target activity, prefer the parent with greater verified stability for broad mutagenesis because it is more likely to retain folding after additional substitutions.",True,False,False,False,,0.75241291523,requires_unavailable_stability_assay,[],False,0,False,1,"[""de:claim:prefer-stable-parent-for-broad-mutagenesis""]",0,False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,9,binding:claim:map-permissive-interface-positions,Use experimental alanine scanning or another single-substitution scan to identify interface positions that tolerate mutation before constructing a combinatorial affinity-maturation library.,True,False,False,False,,0.773540556431,library_design_not_current_candidate_score,[],False,0,False,1,"[""binding:claim:map-permissive-interface-positions""]",0,False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,10,binding:claim:combine-validated-mutations-in-secondary-libraries,"Build a secondary library from individually validated affinity or stability mutations across site groups, then remeasure the resulting combinations instead of assuming additive effects.",True,False,False,False,,0.750894010067,interpretation_or_future_combination,[],False,0,False,1,"[""binding:claim:combine-validated-mutations-in-secondary-libraries""]",0,False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,11,binding:claim:validate-computational-hotspots-experimentally,"Use computational alanine scanning or interface-energy scores to prioritize sites, then validate those sites experimentally before allocating the focused library budget.",True,False,False,False,,0.794296085835,requires_structure_or_site_validation,[],False,0,False,1,"[""binding:claim:validate-computational-hotspots-experimentally""]",0,False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,12,binding:claim:use-wild-type-inclusive-reduced-alphabets,"At each diversified interface position, include the wild-type residue and a justified reduced amino-acid set when full saturation would exceed the experimentally screenable library size.",True,False,False,False,,0.706976830959,library_design_not_current_candidate_score,[],False,0,False,1,"[""binding:claim:use-wild-type-inclusive-reduced-alphabets""]",0,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,1,de:claim:pairwise-epistasis-is-widespread,Large-scale double-mutant measurements can reveal widespread positive and negative pairwise epistasis across a protein domain.,True,False,False,False,unverified,0.838643610477,interpretation_or_future_combination,"[""E34""]",True,3,True,2,"[""binding:claim:validate-computational-hotspots-experimentally"",""de:claim:pairwise-epistasis-is-widespread""]",1,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,2,binding:claim:preserve-structural-core-during-interface-diversification,Concentrate affinity-maturation diversity at experimentally permissive interface or adjacent positions and preserve buried structural-core residues unless stability is being co-optimized.,True,False,False,False,unverified,0.782277941704,requires_unavailable_stability_assay,"[""E33"",""E36""]",False,3,True,3,"[""binding:claim:coselect-affinity-and-stability"",""binding:claim:preserve-structural-core-during-interface-diversification"",""de:claim:pairwise-epistasis-is-widespread""]",2,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,3,de:claim:epistasis-is-background-dependent,Epistasis makes the phenotypic effect of an amino-acid mutation depend on the genetic background in which that mutation occurs.,False,False,False,False,unverified,0.736130833626,interpretation_or_future_combination,"[""E37""]",True,3,True,2,"[""binding:claim:map-permissive-interface-positions""]",1,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,4,de:claim:measure-stability-or-soluble-expression-for-finalists,"During functional evolution of a marginally stable protein, measure soluble expression or stability for finalists so loss of folded protein is not misread as a catalytic effect.",False,False,False,False,unverified,0.720924735069,requires_unavailable_stability_assay,"[""E35"",""E38""]",False,3,True,3,"[""binding:claim:preserve-structural-core-during-interface-diversification"",""de:claim:prefer-stable-parent-for-broad-mutagenesis""]",2,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,5,de:claim:packing-requires-local-geometry,"Protein-stability design must evaluate packing, hydrogen bonding, and local interactions in a structural context instead of optimizing a single global amino-acid scale.",False,False,False,False,unverified,0.706757247448,requires_unavailable_stability_assay,"[""E39""]",False,3,True,2,"[""binding:claim:combine-validated-mutations-in-secondary-libraries""]",1,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,6,de:claim:hotspots-integrate-evidence,"Protein-engineering hotspot selection can combine structural, functional, and evolutionary information to focus experimental libraries.",False,False,False,False,unverified,0.699457287788,requires_structure_or_site_validation,"[""E40""]",False,3,True,2,"[""binding:claim:use-wild-type-inclusive-reduced-alphabets""]",1,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,7,binding:claim:coselect-affinity-and-stability,Measure expression or folding stability during affinity maturation and retain compensatory mutations when affinity-enhancing substitutions destabilize the binding domain.,True,False,False,False,,0.775970220566,requires_unavailable_stability_assay,[],False,0,False,1,"[""binding:claim:coselect-affinity-and-stability""]",0,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,8,de:claim:prefer-stable-parent-for-broad-mutagenesis,"When candidate starting parents have comparable target activity, prefer the parent with greater verified stability for broad mutagenesis because it is more likely to retain folding after additional substitutions.",True,False,False,False,,0.75241291523,requires_unavailable_stability_assay,[],False,0,False,1,"[""de:claim:prefer-stable-parent-for-broad-mutagenesis""]",0,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,9,binding:claim:map-permissive-interface-positions,Use experimental alanine scanning or another single-substitution scan to identify interface positions that tolerate mutation before constructing a combinatorial affinity-maturation library.,True,False,False,False,,0.773540556431,library_design_not_current_candidate_score,[],False,0,False,1,"[""binding:claim:map-permissive-interface-positions""]",0,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,10,binding:claim:combine-validated-mutations-in-secondary-libraries,"Build a secondary library from individually validated affinity or stability mutations across site groups, then remeasure the resulting combinations instead of assuming additive effects.",True,False,False,False,,0.750894010067,interpretation_or_future_combination,[],False,0,False,1,"[""binding:claim:combine-validated-mutations-in-secondary-libraries""]",0,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,11,binding:claim:validate-computational-hotspots-experimentally,"Use computational alanine scanning or interface-energy scores to prioritize sites, then validate those sites experimentally before allocating the focused library budget.",True,False,False,False,,0.794296085835,requires_structure_or_site_validation,[],False,0,False,1,"[""binding:claim:validate-computational-hotspots-experimentally""]",0,False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,12,binding:claim:use-wild-type-inclusive-reduced-alphabets,"At each diversified interface position, include the wild-type residue and a justified reduced amino-acid set when full saturation would exceed the experimentally screenable library size.",True,False,False,False,,0.706976830959,library_design_not_current_candidate_score,[],False,0,False,1,"[""binding:claim:use-wild-type-inclusive-reduced-alphabets""]",0,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,1,de:claim:pairwise-epistasis-is-widespread,Large-scale double-mutant measurements can reveal widespread positive and negative pairwise epistasis across a protein domain.,True,False,False,False,unverified,0.838643610477,interpretation_or_future_combination,"[""E36""]",True,3,True,2,"[""binding:claim:validate-computational-hotspots-experimentally"",""de:claim:pairwise-epistasis-is-widespread""]",1,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,2,binding:claim:preserve-structural-core-during-interface-diversification,Concentrate affinity-maturation diversity at experimentally permissive interface or adjacent positions and preserve buried structural-core residues unless stability is being co-optimized.,True,False,False,False,unverified,0.782277941704,requires_unavailable_stability_assay,"[""E35"",""E38""]",False,3,True,3,"[""binding:claim:coselect-affinity-and-stability"",""binding:claim:preserve-structural-core-during-interface-diversification"",""de:claim:pairwise-epistasis-is-widespread""]",2,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,3,de:claim:epistasis-is-background-dependent,Epistasis makes the phenotypic effect of an amino-acid mutation depend on the genetic background in which that mutation occurs.,False,False,False,False,unverified,0.736130833626,interpretation_or_future_combination,"[""E39""]",False,3,True,2,"[""binding:claim:map-permissive-interface-positions""]",1,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,4,de:claim:measure-stability-or-soluble-expression-for-finalists,"During functional evolution of a marginally stable protein, measure soluble expression or stability for finalists so loss of folded protein is not misread as a catalytic effect.",False,False,False,False,unverified,0.720924735069,requires_unavailable_stability_assay,"[""E37"",""E40""]",False,3,True,3,"[""binding:claim:preserve-structural-core-during-interface-diversification"",""de:claim:prefer-stable-parent-for-broad-mutagenesis""]",2,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,5,de:claim:packing-requires-local-geometry,"Protein-stability design must evaluate packing, hydrogen bonding, and local interactions in a structural context instead of optimizing a single global amino-acid scale.",False,False,False,False,unverified,0.706757247448,requires_unavailable_stability_assay,"[""E41""]",False,3,True,2,"[""binding:claim:combine-validated-mutations-in-secondary-libraries""]",1,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,6,de:claim:hotspots-integrate-evidence,"Protein-engineering hotspot selection can combine structural, functional, and evolutionary information to focus experimental libraries.",False,False,False,False,unverified,0.699457287788,requires_structure_or_site_validation,"[""E42""]",False,3,True,2,"[""binding:claim:use-wild-type-inclusive-reduced-alphabets""]",1,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,7,binding:claim:coselect-affinity-and-stability,Measure expression or folding stability during affinity maturation and retain compensatory mutations when affinity-enhancing substitutions destabilize the binding domain.,True,False,False,False,,0.775970220566,requires_unavailable_stability_assay,[],False,0,False,1,"[""binding:claim:coselect-affinity-and-stability""]",0,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,8,de:claim:prefer-stable-parent-for-broad-mutagenesis,"When candidate starting parents have comparable target activity, prefer the parent with greater verified stability for broad mutagenesis because it is more likely to retain folding after additional substitutions.",True,False,False,False,,0.75241291523,requires_unavailable_stability_assay,[],False,0,False,1,"[""de:claim:prefer-stable-parent-for-broad-mutagenesis""]",0,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,9,binding:claim:map-permissive-interface-positions,Use experimental alanine scanning or another single-substitution scan to identify interface positions that tolerate mutation before constructing a combinatorial affinity-maturation library.,True,False,False,False,,0.773540556431,library_design_not_current_candidate_score,[],False,0,False,1,"[""binding:claim:map-permissive-interface-positions""]",0,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,10,binding:claim:combine-validated-mutations-in-secondary-libraries,"Build a secondary library from individually validated affinity or stability mutations across site groups, then remeasure the resulting combinations instead of assuming additive effects.",True,False,False,False,,0.750894010067,interpretation_or_future_combination,[],False,0,False,1,"[""binding:claim:combine-validated-mutations-in-secondary-libraries""]",0,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,11,binding:claim:validate-computational-hotspots-experimentally,"Use computational alanine scanning or interface-energy scores to prioritize sites, then validate those sites experimentally before allocating the focused library budget.",True,False,False,False,,0.794296085835,requires_structure_or_site_validation,[],False,0,False,1,"[""binding:claim:validate-computational-hotspots-experimentally""]",0,False
1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,12,binding:claim:use-wild-type-inclusive-reduced-alphabets,"At each diversified interface position, include the wild-type residue and a justified reduced amino-acid set when full saturation would exceed the experimentally screenable library size.",True,False,False,False,,0.706976830959,library_design_not_current_candidate_score,[],False,0,False,1,"[""binding:claim:use-wild-type-inclusive-reduced-alphabets""]",0,False
1,3,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,1,de:claim:pairwise-epistasis-is-widespread,Large-scale double-mutant measurements can reveal widespread positive and negative pairwise epistasis across a protein domain.,True,False,False,False,unverified,0.838643610477,interpretation_or_future_combination,"[""E37""]",False,3,True,2,"[""binding:claim:validate-computational-hotspots-experimentally"",""de:claim:pairwise-epistasis-is-widespread""]",1,False
1,3,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,2,binding:claim:preserve-structural-core-during-interface-diversification,Concentrate affinity-maturation diversity at experimentally permissive interface or adjacent positions and preserve buried structural-core residues unless stability is being co-optimized.,True,False,False,False,unverified,0.782277941704,requires_unavailable_stability_assay,"[""E36"",""E39""]",False,3,True,3,"[""binding:claim:coselect-affinity-and-stability"",""binding:claim:preserve-structural-core-during-interface-diversification"",""de:claim:pairwise-epistasis-is-widespread""]",2,False
1,3,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,3,de:claim:epistasis-is-background-dependent,Epistasis makes the phenotypic effect of an amino-acid mutation depend on the genetic background in which that mutation occurs.,False,False,False,False,unverified,0.736130833626,interpretation_or_future_combination,"[""E40""]",False,3,True,2,"[""binding:claim:map-permissive-interface-positions""]",1,False
1,3,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,4,de:claim:measure-stability-or-soluble-expression-for-finalists,"During functional evolution of a marginally stable protein, measure soluble expression or stability for finalists so loss of folded protein is not misread as a catalytic effect.",False,False,False,False,unverified,0.720924735069,requires_unavailable_stability_assay,"[""E38"",""E41""]",False,3,True,3,"[""binding:claim:preserve-structural-core-during-interface-diversification"",""de:claim:prefer-stable-parent-for-broad-mutagenesis""]",2,False
1,3,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,5,de:claim:packing-requires-local-geometry,"Protein-stability design must evaluate packing, hydrogen bonding, and local interactions in a structural context instead of optimizing a single global amino-acid scale.",False,False,False,False,unverified,0.706757247448,requires_unavailable_stability_assay,"[""E42""]",False,3,True,2,"[""binding:claim:combine-validated-mutations-in-secondary-libraries""]",1,False
