fold,round_id,run_id,retrieval_path,conversation_path,query_id,original_query_hash,sanitized_query,retrieval_rank,claim_id,statement,claim_kind,polarity,confidence,selection_eligible,target_specific,actionability_class,applicability_scope,applicability_limitation,citation_support_count,verified_citation_support_count,prompt_visible,prompt_short_evidence_ids_json,scientist_cited
0,2,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/llm/scientist/conversations/00068_reasoning_draft_attempt-00.json,LQ0003,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,3,binding:claim:preserve-structural-core-during-interface-diversification,Concentrate affinity-maturation diversity at experimentally permissive interface or adjacent positions and preserve buried structural-core residues unless stability is being co-optimized.,operational_guideline,support,0.782277941704,False,False,requires_unavailable_stability_assay,binders_with_structural_or_permissiveness_information,distal_framework_mutations_can_sometimes_improve_affinity_or_compensate_stability,2,2,True,"[""E35"",""E38""]",False
0,2,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/llm/scientist/conversations/00068_reasoning_draft_attempt-00.json,LQ0003,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,4,binding:claim:coselect-affinity-and-stability,Measure expression or folding stability during affinity maturation and retain compensatory mutations when affinity-enhancing substitutions destabilize the binding domain.,operational_guideline,support,0.775970220566,False,False,requires_unavailable_stability_assay,binding_domains_where_destabilization_reduces_expression_or_soluble_yield,display_expression_is_only_a_proxy_for_thermodynamic_stability,1,1,True,[],False
0,2,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/llm/scientist/conversations/00068_reasoning_draft_attempt-00.json,LQ0003,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,5,binding:claim:map-permissive-interface-positions,Use experimental alanine scanning or another single-substitution scan to identify interface positions that tolerate mutation before constructing a combinatorial affinity-maturation library.,operational_guideline,support,0.773540556431,False,False,library_design_not_current_candidate_score,binders_with_identified_or_predicted_contact_regions,alanine_effects_do_not_enumerate_all_beneficial_nonalanine_substitutions,1,1,True,[],False
0,2,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/llm/scientist/conversations/00068_reasoning_draft_attempt-00.json,LQ0003,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,6,de:claim:prefer-stable-parent-for-broad-mutagenesis,"When candidate starting parents have comparable target activity, prefer the parent with greater verified stability for broad mutagenesis because it is more likely to retain folding after additional substitutions.",operational_guideline,support,0.75241291523,False,False,requires_unavailable_stability_assay,stability_limited_functional_evolution,stability_and_activity_must_be_measured_under_relevant_conditions,1,1,True,[],False
0,2,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/llm/scientist/conversations/00068_reasoning_draft_attempt-00.json,LQ0003,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,7,binding:claim:combine-validated-mutations-in-secondary-libraries,"Build a secondary library from individually validated affinity or stability mutations across site groups, then remeasure the resulting combinations instead of assuming additive effects.",operational_guideline,support,0.750894010067,False,False,interpretation_or_future_combination,campaigns_with_multiple_enriched_site_or_loop_libraries,recombination_can_create_negative_epistasis_or_change_epitope,2,2,True,[],False
0,2,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_02/llm/scientist/conversations/00068_reasoning_draft_attempt-00.json,LQ0003,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,8,binding:claim:use-wild-type-inclusive-reduced-alphabets,"At each diversified interface position, include the wild-type residue and a justified reduced amino-acid set when full saturation would exceed the experimentally screenable library size.",operational_guideline,support,0.706976830959,False,False,library_design_not_current_candidate_score,combinatorial_interface_or_CDR_libraries,reduced_alphabets_can_exclude_unexpected_beneficial_chemistries,2,2,True,[],False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/llm/scientist/conversations/00134_reasoning_draft_attempt-00.json,LQ0005,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,1,de:claim:pairwise-epistasis-is-widespread,Large-scale double-mutant measurements can reveal widespread positive and negative pairwise epistasis across a protein domain.,scientific_prior,support,0.825192093849,False,False,interpretation_or_future_combination,combinatorial_protein_landscapes,measurement_scale_and_error_model_matter,1,0,True,"[""E37""]",False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/llm/scientist/conversations/00134_reasoning_draft_attempt-00.json,LQ0005,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,2,binding:claim:validate-computational-hotspots-experimentally,"Use computational alanine scanning or interface-energy scores to prioritize sites, then validate those sites experimentally before allocating the focused library budget.",operational_guideline,support,0.794296085835,False,False,requires_structure_or_site_validation,structure_available_protein_protein_interfaces,prediction_accuracy_varies_with_structure_quality_and_conformational_change,1,1,True,[],False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/llm/scientist/conversations/00134_reasoning_draft_attempt-00.json,LQ0005,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,3,binding:claim:preserve-structural-core-during-interface-diversification,Concentrate affinity-maturation diversity at experimentally permissive interface or adjacent positions and preserve buried structural-core residues unless stability is being co-optimized.,operational_guideline,support,0.782277941704,False,False,requires_unavailable_stability_assay,binders_with_structural_or_permissiveness_information,distal_framework_mutations_can_sometimes_improve_affinity_or_compensate_stability,2,2,True,"[""E36"",""E39""]",False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/llm/scientist/conversations/00134_reasoning_draft_attempt-00.json,LQ0005,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,4,binding:claim:coselect-affinity-and-stability,Measure expression or folding stability during affinity maturation and retain compensatory mutations when affinity-enhancing substitutions destabilize the binding domain.,operational_guideline,support,0.775970220566,False,False,requires_unavailable_stability_assay,binding_domains_where_destabilization_reduces_expression_or_soluble_yield,display_expression_is_only_a_proxy_for_thermodynamic_stability,1,1,True,[],False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/llm/scientist/conversations/00134_reasoning_draft_attempt-00.json,LQ0005,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,5,binding:claim:map-permissive-interface-positions,Use experimental alanine scanning or another single-substitution scan to identify interface positions that tolerate mutation before constructing a combinatorial affinity-maturation library.,operational_guideline,support,0.773540556431,False,False,library_design_not_current_candidate_score,binders_with_identified_or_predicted_contact_regions,alanine_effects_do_not_enumerate_all_beneficial_nonalanine_substitutions,1,1,True,[],False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/llm/scientist/conversations/00134_reasoning_draft_attempt-00.json,LQ0005,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,6,de:claim:prefer-stable-parent-for-broad-mutagenesis,"When candidate starting parents have comparable target activity, prefer the parent with greater verified stability for broad mutagenesis because it is more likely to retain folding after additional substitutions.",operational_guideline,support,0.75241291523,False,False,requires_unavailable_stability_assay,stability_limited_functional_evolution,stability_and_activity_must_be_measured_under_relevant_conditions,1,1,True,[],False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/llm/scientist/conversations/00134_reasoning_draft_attempt-00.json,LQ0005,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,7,binding:claim:combine-validated-mutations-in-secondary-libraries,"Build a secondary library from individually validated affinity or stability mutations across site groups, then remeasure the resulting combinations instead of assuming additive effects.",operational_guideline,support,0.750894010067,False,False,interpretation_or_future_combination,campaigns_with_multiple_enriched_site_or_loop_libraries,recombination_can_create_negative_epistasis_or_change_epitope,2,2,True,[],False
0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z/round_03/llm/scientist/conversations/00134_reasoning_draft_attempt-00.json,LQ0005,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,8,binding:claim:use-wild-type-inclusive-reduced-alphabets,"At each diversified interface position, include the wild-type residue and a justified reduced amino-acid set when full saturation would exceed the experimentally screenable library size.",operational_guideline,support,0.706976830959,False,False,library_design_not_current_candidate_score,combinatorial_interface_or_CDR_libraries,reduced_alphabets_can_exclude_unexpected_beneficial_chemistries,2,2,True,[],False
1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z/round_01/local_rag_retrieval.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z/round_01/llm/scientist/conversations/00001_reasoning_draft_attempt-00.json,LQ0001,cf88df81b17680fc0e2061ec0841d134d2b4a2ad127ae51fada93d369ed4368d,optimization objective maximize; protein structure and stability; binding interface mutation effects; physicochemical substitution mechanisms; epistasis and residue interactions; protein property optimization; kg,1,de:claim:pairwise-epistasis-is-widespread,Large-scale double-mutant measurements can reveal widespread positive and negative pairwise epistasis across a protein domain.,scientific_prior,support,0.825192093849,False,False,interpretation_or_future_combination,combinatorial_protein_landscapes,measurement_scale_and_error_model_matter,1,0,True,"[""E34""]",True
